household_id,cluster_id,stratum_code,interviewer_id,interview_date,interview_duration_min,result_of_visit,eligible_children_9_59_months,wealth_quintile,settlement_type,stage2_households_listed,stage2_households_selected
H00056,C003,ST01,I03,2026-05-11,18,Refused,,,Urban,226,20
H00083,C005,ST01,I05,2026-05-11,20,Completed,1.0,2.0,Rural,178,20
H00245,C013,ST01,I13,2026-05-13,26,Completed,1.0,4.0,Urban,196,20
H00581,C030,ST01,I12,2026-05-15,16,Completed,1.0,2.0,Rural,133,20
H00461,C024,ST01,I06,2026-05-14,20,No eligible respondent after 3 visits,,,Urban,189,20
H01579,C079,ST03,I07,2026-05-24,3,Completed,2.0,3.0,Rural,161,20
H00408,C021,ST01,I07,2026-05-14,5,Completed,1.0,4.0,Rural,58,20
H01551,C078,ST03,I06,2026-05-23,15,Completed,0.0,1.0,Urban,151,20
H00512,C026,ST01,I08,2026-05-15,14,Vacant dwelling,,,Rural,147,20
H01118,C056,ST02,I02,2026-05-20,29,Completed,1.0,4.0,Urban,46,20
H00005,C001,ST01,I01,2026-05-11,15,Completed,0.0,3.0,Urban,318,20
H00132,C007,ST01,I07,2026-05-12,4,Completed,1.0,2.0,Rural,152,20
H01340,C067,ST03,I13,2026-05-22,15,Completed,0.0,3.0,Rural,136,20
H01395,C070,ST03,I16,2026-05-22,28,Completed,2.0,5.0,Urban,133,20
H00661,C034,ST02,I16,2026-05-16,16,Completed,1.0,3.0,Rural,79,20
H01095,C055,ST02,I01,2026-05-20,24,Completed,2.0,5.0,Rural,262,20
H01618,C081,ST03,I09,2026-05-24,26,Completed,1.0,4.0,Urban,260,20
H00683,C035,ST02,I17,2026-05-16,18,Completed,1.0,4.0,Urban,80,20
H00436,C022,ST01,I04,2026-05-14,14,Completed,2.0,5.0,Urban,197,20
H01748,C088,ST03,I16,2026-05-25,19,Completed,0.0,1.0,Rural,55,20
H01364,C069,ST03,I15,2026-05-22,27,Refused,,,Rural,386,20
H00924,C047,ST02,I11,2026-05-18,19,Completed,0.0,3.0,Urban,230,20
H01370,C069,ST03,I15,2026-05-22,26,Completed,0.0,2.0,Rural,386,20
H00825,C042,ST02,I06,2026-05-17,28,Completed,1.0,4.0,Rural,123,20
H00798,C040,ST02,I04,2026-05-17,24,Completed,1.0,2.0,Urban,181,20
H00004,C001,ST01,I01,2026-05-11,15,Completed,1.0,4.0,Urban,318,20
H00617,C031,ST02,I13,2026-05-16,26,Completed,2.0,1.0,Rural,160,20
H00664,C034,ST02,I16,2026-05-16,19,Completed,2.0,2.0,Rural,79,20
H00391,C020,ST01,I02,2026-05-14,11,No eligible respondent after 3 visits,,,Urban,138,20
H00726,C037,ST02,I01,2026-05-17,23,Completed,2.0,1.0,Urban,222,20
H01487,C075,ST03,I03,2026-05-23,14,Completed,2.0,5.0,Rural,153,20
H01306,C066,ST03,I12,2026-05-21,13,Completed,1.0,1.0,Urban,211,20
H00665,C034,ST02,I16,2026-05-16,30,Completed,1.0,2.0,Rural,79,20
H00746,C038,ST02,I02,2026-05-17,15,Completed,2.0,4.0,Rural,207,20
H01025,C052,ST02,I16,2026-05-19,15,Completed,2.0,1.0,Urban,623,20
H00618,C031,ST02,I13,2026-05-16,16,Completed,1.0,4.0,Rural,160,20
H00213,C011,ST01,I11,2026-05-12,17,Completed,0.0,4.0,Urban,127,20
H00900,C045,ST02,I09,2026-05-18,5,Completed,1.0,1.0,Rural,336,20
H00295,C015,ST01,I15,2026-05-13,27,Completed,1.0,1.0,Rural,168,20
H01679,C084,ST03,I12,2026-05-24,13,Completed,1.0,1.0,Rural,678,20
H01689,C085,ST03,I13,2026-05-25,11,Completed,1.0,5.0,Urban,121,20
H00749,C038,ST02,I02,2026-05-17,22,Completed,1.0,2.0,Rural,207,20
H01744,C088,ST03,I16,2026-05-25,27,Completed,1.0,1.0,Rural,55,20
H01647,C083,ST03,I11,2026-05-24,24,Completed,4.0,3.0,Urban,138,20
H01555,C078,ST03,I06,2026-05-23,8,Completed,2.0,1.0,Urban,151,20
H00117,C006,ST01,I06,2026-05-11,16,Completed,4.0,5.0,Rural,177,20
H00310,C016,ST01,I16,2026-05-13,19,Completed,1.0,3.0,Rural,193,20
H00742,C038,ST02,I02,2026-05-17,18,Completed,2.0,4.0,Rural,207,20
H00669,C034,ST02,I16,2026-05-16,31,Completed,3.0,2.0,Rural,79,20
H00902,C046,ST02,I10,2026-05-18,21,Completed,1.0,1.0,Rural,129,20
H00276,C014,ST01,I07,2026-05-13,2,Completed,1.0,3.0,Urban,119,20
H00607,C031,ST02,I13,2026-05-16,23,Completed,3.0,2.0,Rural,160,20
H00891,C045,ST02,I09,2026-05-18,24,No eligible respondent after 3 visits,,,Rural,336,20
H00375,C019,ST01,I07,2026-05-14,2,Completed,0.0,3.0,Rural,78,20
H00368,C019,ST01,I07,2026-05-14,3,Completed,4.0,3.0,Rural,78,20
H00108,C006,ST01,I06,2026-05-11,20,Completed,2.0,3.0,Rural,177,20
H00878,C044,ST02,I08,2026-05-18,25,Completed,1.0,4.0,Urban,131,20
H00313,C016,ST01,I16,2026-05-13,20,Completed,1.0,2.0,Rural,193,20
H00640,C032,ST02,I14,2026-05-16,33,Completed,1.0,1.0,Rural,68,20
H01207,C061,ST03,I07,2026-05-21,4,Completed,1.0,1.0,Urban,432,20
H00740,C037,ST02,I01,2026-05-17,19,Completed,3.0,5.0,Urban,222,20
H00380,C019,ST01,I07,2026-05-14,3,Completed,0.0,1.0,Rural,78,20
H00040,C002,ST01,I02,2026-05-11,24,Completed,1.0,1.0,Rural,287,20
H00812,C041,ST02,I05,2026-05-17,23,Completed,4.0,2.0,Rural,292,20
H00006,C001,ST01,I01,2026-05-11,18,Completed,1.0,5.0,Urban,318,20
H00064,C004,ST01,I04,2026-05-11,19,Completed,0.0,4.0,Urban,291,20
H00998,C050,ST02,I14,2026-05-19,26,Completed,3.0,4.0,Rural,135,20
H00879,C044,ST02,I08,2026-05-18,22,No eligible respondent after 3 visits,,,Urban,131,20
H01018,C051,ST02,I15,2026-05-19,28,Completed,3.0,3.0,Rural,272,20
H01512,C076,ST03,I04,2026-05-23,30,Completed,0.0,3.0,Urban,168,20
H00903,C046,ST02,I10,2026-05-18,35,Completed,1.0,1.0,Rural,129,20
H01105,C056,ST02,I02,2026-05-20,23,Completed,1.0,5.0,Urban,46,20
H00962,C049,ST02,I13,2026-05-19,28,Completed,0.0,3.0,Urban,615,20
H00052,C003,ST01,I03,2026-05-11,18,Completed,0.0,1.0,Urban,226,20
H00679,C034,ST02,I16,2026-05-16,12,Completed,0.0,4.0,Rural,79,20
H01360,C068,ST03,I14,2026-05-22,25,No eligible respondent after 3 visits,,,Urban,1038,20
H00427,C022,ST01,I04,2026-05-14,14,Refused,,,Urban,197,20
H00285,C015,ST01,I15,2026-05-13,14,Completed,1.0,5.0,Rural,168,20
H01054,C053,ST02,I17,2026-05-19,26,No eligible respondent after 3 visits,,,Rural,64,20
H01276,C064,ST03,I10,2026-05-21,13,Completed,1.0,1.0,Rural,260,20
H00612,C031,ST02,I13,2026-05-16,18,Completed,3.0,1.0,Rural,160,20
H00586,C030,ST01,I12,2026-04-29,21,Refused,,,Rural,133,20
H01421,C072,ST03,I18,2026-05-22,29,Completed,2.0,3.0,Rural,98,20
H01516,C076,ST03,I04,2026-05-23,30,Completed,1.0,3.0,Urban,168,20
H01772,C089,ST03,I17,2026-05-25,14,Completed,2.0,4.0,Urban,146,20
H00341,C018,ST01,I18,2026-05-13,28,Completed,3.0,2.0,Rural,159,20
H00816,C041,ST02,I05,2026-05-17,17,Completed,1.0,5.0,Rural,292,20
H00489,C025,ST01,I07,2026-05-15,6,Completed,1.0,3.0,Rural,95,20
H00941,C048,ST02,I12,2026-05-18,26,Completed,3.0,4.0,Rural,229,20
H00794,C040,ST02,I04,2026-05-17,32,Completed,3.0,4.0,Urban,181,20
H01383,C070,ST03,I16,2026-05-22,9,Completed,1.0,2.0,Urban,133,20
H01102,C056,ST02,I02,2026-05-20,13,Completed,0.0,4.0,Urban,46,20
H00260,C013,ST01,I13,2026-05-13,24,Completed,1.0,4.0,Urban,196,20
H00045,C003,ST01,I03,2026-05-11,29,Refused,,,Urban,226,20
H00229,C012,ST01,I12,2026-04-29,11,Completed,0.0,3.0,Urban,273,20
H01268,C064,ST03,I10,2026-05-21,13,Completed,3.0,5.0,Rural,260,20
H00126,C007,ST01,I07,2026-05-12,3,Completed,2.0,5.0,Rural,152,20
H00517,C026,ST01,I08,2026-05-15,17,Completed,0.0,4.0,Rural,147,20
H01350,C068,ST03,I14,2026-05-22,26,Completed,1.0,2.0,Urban,1038,20
H01583,C080,ST03,I08,2026-05-24,18,Completed,1.0,2.0,Rural,139,20
H00666,C034,ST02,I16,2026-05-16,24,Completed,0.0,4.0,Rural,79,20
H00541,C028,ST01,I10,2026-05-15,25,Completed,1.0,3.0,Rural,119,20
H01269,C064,ST03,I10,2026-05-21,28,No eligible respondent after 3 visits,,,Rural,260,20
H01240,C062,ST03,I08,2026-05-21,19,Completed,1.0,4.0,Urban,96,20
H01302,C066,ST03,I12,2026-04-29,31,No eligible respondent after 3 visits,,,Urban,211,20
H01546,C078,ST03,I06,2026-05-23,5,Completed,1.0,4.0,Urban,151,20
H01428,C072,ST03,I18,2026-05-22,23,Vacant dwelling,,,Rural,98,20
H00199,C010,ST01,I10,2026-05-12,12,Completed,3.0,4.0,Rural,441,20
H01438,C072,ST03,I18,2026-05-22,13,Completed,1.0,4.0,Rural,98,20
H00333,C017,ST01,I17,2026-05-13,17,Completed,2.0,4.0,Rural,90,20
H00459,C023,ST01,I05,2026-05-14,9,Completed,2.0,1.0,Rural,151,20
H01525,C077,ST03,I05,2026-05-23,28,Refused,,,Urban,334,20
H00580,C029,ST01,I11,2026-05-15,17,Completed,1.0,2.0,Rural,130,20
H00113,C006,ST01,I06,2026-05-11,24,Completed,2.0,1.0,Rural,177,20
H00866,C044,ST02,I08,2026-05-18,18,Completed,1.0,2.0,Urban,131,20
H01272,C064,ST03,I10,2026-05-21,18,Completed,1.0,4.0,Rural,260,20
H01077,C054,ST02,I18,2026-05-19,25,Completed,2.0,2.0,Rural,88,20
H00696,C035,ST02,I17,2026-05-16,20,Completed,2.0,4.0,Urban,80,20
H00759,C038,ST02,I02,2026-05-17,16,Completed,3.0,3.0,Rural,207,20
H00615,C031,ST02,I13,2026-05-16,17,Completed,1.0,4.0,Rural,160,20
H00931,C047,ST02,I11,2026-05-18,22,Completed,1.0,5.0,Urban,230,20
H00383,C020,ST01,I02,2026-05-14,23,Refused,,,Urban,138,20
H01644,C083,ST03,I11,2026-05-24,13,Completed,2.0,5.0,Urban,138,20
H00373,C019,ST01,I07,2026-05-14,5,Completed,0.0,3.0,Rural,78,20
H01418,C071,ST03,I17,2026-05-22,21,Completed,2.0,5.0,Rural,239,20
H00127,C007,ST01,I07,2026-05-12,2,Completed,1.0,5.0,Rural,152,20
H00873,C044,ST02,I08,2026-05-18,25,Completed,1.0,3.0,Urban,131,20
H00450,C023,ST01,I05,2026-05-14,17,Completed,0.0,2.0,Rural,151,20
H01006,C051,ST02,I15,2026-05-19,9,Completed,4.0,5.0,Rural,272,20
H00635,C032,ST02,I14,2026-05-16,10,Completed,1.0,5.0,Rural,68,20
H00089,C005,ST01,I05,2026-05-11,22,Completed,2.0,5.0,Rural,178,20
H01194,C060,ST02,I06,2026-05-20,23,Completed,1.0,3.0,Urban,183,20
H00908,C046,ST02,I10,2026-05-18,24,Completed,2.0,3.0,Rural,129,20
H00598,C030,ST01,I12,2026-05-15,30,Completed,1.0,3.0,Rural,133,20
H00708,C036,ST02,I18,2026-05-16,15,Completed,2.0,3.0,Urban,262,20
H01499,C075,ST03,I03,2026-05-23,9,Refused,,,Rural,153,20
H01581,C080,ST03,I08,2026-05-24,19,Completed,3.0,1.0,Rural,139,20
H01643,C083,ST03,I11,2026-05-24,25,Completed,2.0,3.0,Urban,138,20
H00728,C037,ST02,I01,2026-05-17,31,Completed,1.0,2.0,Urban,222,20
H00779,C039,ST02,I03,2026-05-17,19,Completed,4.0,2.0,Rural,142,20
H01600,C080,ST03,I08,2026-05-24,32,Completed,2.0,1.0,Rural,139,20
H01057,C053,ST02,I17,2026-05-19,21,Completed,2.0,2.0,Rural,64,20
H00672,C034,ST02,I16,2026-05-16,33,Completed,2.0,3.0,Rural,79,20
H01661,C084,ST03,I12,2026-05-24,24,Refused,,,Rural,678,20
H00192,C010,ST01,I10,2026-05-12,21,Refused,,,Rural,441,20
H01139,C057,ST02,I03,2026-05-20,14,Completed,1.0,3.0,Rural,96,20
H00234,C012,ST01,I12,2026-05-12,13,Completed,0.0,1.0,Urban,273,20
H01271,C064,ST03,I10,2026-05-21,18,Completed,1.0,4.0,Rural,260,20
H00447,C023,ST01,I05,2026-05-14,12,Completed,3.0,1.0,Rural,151,20
H01404,C071,ST03,I17,2026-05-22,28,Refused,,,Rural,239,20
H00613,C031,ST02,I13,2026-05-16,26,Completed,3.0,5.0,Rural,160,20
H01758,C088,ST03,I16,2026-05-25,17,Refused,,,Rural,55,20
H00906,C046,ST02,I10,2026-05-18,25,Completed,1.0,3.0,Rural,129,20
H00184,C010,ST01,I10,2026-05-12,27,Completed,1.0,3.0,Rural,441,20
H01500,C075,ST03,I03,2026-05-23,22,Completed,1.0,1.0,Rural,153,20
H01460,C073,ST03,I01,2026-05-23,31,Completed,3.0,2.0,Rural,14,20
H00410,C021,ST01,I07,2026-05-14,4,Completed,2.0,1.0,Rural,58,20
H00838,C042,ST02,I06,2026-05-17,23,Completed,0.0,1.0,Rural,123,20
H01774,C089,ST03,I17,2026-05-25,27,Completed,2.0,5.0,Urban,146,20
H00274,C014,ST01,I07,2026-05-13,4,Completed,2.0,5.0,Urban,119,20
H01237,C062,ST03,I08,2026-05-21,18,Completed,2.0,1.0,Urban,96,20
H00942,C048,ST02,I12,2026-05-18,26,Completed,1.0,1.0,Rural,229,20
H00434,C022,ST01,I04,2026-05-14,23,No eligible respondent after 3 visits,,,Urban,197,20
H01492,C075,ST03,I03,2026-05-23,26,Completed,3.0,2.0,Rural,153,20
H00781,C040,ST02,I04,2026-05-17,18,Completed,1.0,1.0,Urban,181,20
H01490,C075,ST03,I03,2026-05-23,23,Completed,0.0,5.0,Rural,153,20
H00511,C026,ST01,I08,2026-05-15,17,Completed,0.0,5.0,Rural,147,20
H00221,C012,ST01,I12,2026-05-12,22,Completed,2.0,4.0,Urban,273,20
H01463,C074,ST03,I02,2026-05-23,20,Completed,2.0,2.0,Rural,86,20
H00709,C036,ST02,I18,2026-05-16,24,Completed,1.0,4.0,Urban,262,20
H00818,C041,ST02,I05,2026-05-17,24,Completed,1.0,1.0,Rural,292,20
H01441,C073,ST03,I01,2026-05-23,19,Completed,2.0,4.0,Rural,14,20
H00326,C017,ST01,I17,2026-05-13,7,Completed,2.0,4.0,Rural,90,20
H01794,C090,ST03,I07,2026-05-25,3,Completed,2.0,5.0,Urban,220,20
H01213,C061,ST03,I07,2026-05-21,5,Completed,1.0,2.0,Urban,432,20
H01080,C054,ST02,I18,2026-05-19,17,Completed,1.0,3.0,Rural,88,20
H00314,C016,ST01,I16,2026-05-13,25,Completed,0.0,3.0,Rural,193,20
H01316,C066,ST03,I12,2026-05-21,25,Completed,4.0,1.0,Urban,211,20
H00054,C003,ST01,I03,2026-05-11,27,Completed,0.0,1.0,Urban,226,20
H00195,C010,ST01,I10,2026-05-12,25,Completed,1.0,4.0,Rural,441,20
H01394,C070,ST03,I16,2026-05-22,29,Completed,1.0,4.0,Urban,133,20
H00850,C043,ST02,I07,2026-05-18,2,Completed,1.0,4.0,Rural,128,20
H00989,C050,ST02,I14,2026-05-19,23,Completed,2.0,4.0,Rural,135,20
H00870,C044,ST02,I08,2026-05-18,19,Completed,2.0,5.0,Urban,131,20
H00854,C043,ST02,I07,2026-05-18,4,Completed,1.0,4.0,Rural,128,20
H00773,C039,ST02,I03,2026-05-17,24,Completed,0.0,3.0,Rural,142,20
H00202,C011,ST01,I11,2026-05-12,20,Completed,3.0,4.0,Urban,127,20
H00204,C011,ST01,I11,2026-05-12,23,Refused,,,Urban,127,20
H00778,C039,ST02,I03,2026-05-17,19,Completed,2.0,4.0,Rural,142,20
H00328,C017,ST01,I17,2026-05-13,21,Completed,0.0,3.0,Rural,90,20
H00232,C012,ST01,I12,2026-04-29,16,Completed,1.0,5.0,Urban,273,20
H01192,C060,ST02,I06,2026-05-20,18,Refused,,,Urban,183,20
H00365,C019,ST01,I07,2026-05-14,3,Completed,2.0,2.0,Rural,78,20
H00307,C016,ST01,I16,2026-05-13,30,No eligible respondent after 3 visits,,,Rural,193,20
H00343,C018,ST01,I18,2026-05-13,23,Completed,2.0,1.0,Rural,159,20
H00267,C014,ST01,I07,2026-05-13,3,Completed,1.0,4.0,Urban,119,20
H01634,C082,ST03,I10,2026-05-24,31,Completed,1.0,2.0,Urban,111,20
H00163,C009,ST01,I09,2026-05-12,18,Completed,3.0,1.0,Rural,126,20
H01559,C078,ST03,I06,2026-05-23,30,Completed,2.0,1.0,Urban,151,20
H01465,C074,ST03,I02,2026-05-23,17,Completed,2.0,5.0,Rural,86,20
H00835,C042,ST02,I06,2026-05-17,20,Completed,2.0,1.0,Rural,123,20
H01696,C085,ST03,I13,2026-05-25,26,Completed,3.0,1.0,Urban,121,20
H01355,C068,ST03,I14,2026-05-22,22,Completed,4.0,5.0,Urban,1038,20
H00309,C016,ST01,I16,2026-05-13,15,Completed,1.0,3.0,Rural,193,20
H01044,C053,ST02,I17,2026-05-19,19,Completed,1.0,5.0,Rural,64,20
H00937,C047,ST02,I11,2026-05-18,13,Completed,2.0,4.0,Urban,230,20
H01379,C069,ST03,I15,2026-05-22,21,Completed,1.0,2.0,Rural,386,20
H00758,C038,ST02,I02,2026-05-17,31,Completed,2.0,4.0,Rural,207,20
H00623,C032,ST02,I14,2026-05-16,31,Completed,3.0,5.0,Rural,68,20
H01630,C082,ST03,I10,2026-05-24,26,Completed,0.0,5.0,Urban,111,20
