facility_id,facility_name,facility_type,ward_name,lga_name,sen_district,state_name,ownership,longitude,latitude
HF00849,Bautsiyi Health Post,Health Post,Uzolaba,Adelaja-North,Uzojina Central,Uzojina State,Public,9.376616,8.598739
HF01191,Birbaja General Hospital,General Hospital,Okedefa,Yeltili,Agbkeko North,Agbkeko State,Public,10.071297,8.936743
HF01014,Naslani Health Post,Health Post,Soktiba,Funkedu LGA,Supwasa Central,Supwasa State,Public,10.378728,11.445765
HF00093,Katyoru Health Post,Health Post,Adelawa,Yelkefa,Kukrima Central,Kukrima State,Public,"7,256004","9,771679"
HF00111,Banlawo Primary Health Centre,Primary Health Centre,Ekebako,Lokbaru,Kukrima Central,Kukrima State,Public,6.958013,9.850584
HF00236,Funmari Health Post,Health Post,Irodefa,Yobkosa-South,Agbzatu North,Agbzatu State,Public,7.335736,7.478305
HF00308,Kadkoni Comprehensive Health Centre,Comprehensive Health Centre,Tivjija,Hanraja,Agbzatu North,Agbzatu State,Private,7.480383,7.786838
HF00870,Birraru Primary Health Centre,Primary Health Centre,Daikowa,Tivngoba,Uzojina South,Uzojina State,Public,9.113861,9.046058
HF00962,Enukoshi Primary Health Centre,Primary Health Centre,Baulasa,Yobmija,Supwasa North,Supwasa State,Private,9.204642,10.215874
HF00974,Kukduta Health Post,Health Post,Wurkele,Wuryona,Supwasa North,Supwasa State,Private,9.867766,10.597033
HF01022,Supyoja Primary Health Centre,Primary Health Centre,Gwonale,Funkedu,Supwasa Central,Supwasa State,Public,10.305186,11.051673
HF01034,Yelnude Health Post,Health Post,Gwonashi,Josmiba,Supwasa Central,Supwasa State,Public,10.354531,10.374949
HF00718,Yobnuyi Health Post,Health Post,Ibalana,Dutjiri,Uzojina North,Uzojina State,Public,8.667394,8.173917
HF01198,Agbjiyi Primary Health Centre,Primary Health Centre,Kuknayi,Yeltili,Agbkeko North,Agbkeko State,Faith-based,10.166476,9.118339
HF00548,Malkowo Primary Health Centre,Primary Health Centre,Ekebemi,Malbawo Central,Tivbetu North,Tivbetu State,Faith-based,7.671103,9.642942
HF01157,Birnade Health Post,Health Post,Tivdewo,Jostile,Agbkeko North,Agbkeko State,Public,9.82279,9.509212
HF00884,Umunufa Health Post,Health Post,Umurifa,Uzorisa,Uzojina South,Uzojina State,Public,8.46022,9.251456
HF00365,Shaluba Health Post,Health Post,Josmasa,Lokmata,Agbzatu Central,Agbzatu State,Private,6.529803,8.777148
HF00378,Lokmishi Health Post,Health Post,Sharashi,Dutzama,Agbzatu Central,Agbzatu State,Public,6.806389,7.752265
HF00813,Okeduni Primary Health Centre,Primary Health Centre,Daizana,Daishali-Central,Uzojina Central,Uzojina State,Public,9.025526,8.311861
HF01009,Umulude Health Post,Health Post,Irozari,Funkedu,Supwasa Central,Supwasa State,Public,10.281216,11.489221
HF00704,Yobdesa Health Post,Health Post,Ngeluli,Adekowo ,Tivbetu South,Tivbetu State,Public,8.706928,11.336231
HF00102,Okekesa Health Post,Health Post,Naslama,Yelkefa,Kukrima Central,Kukrima State,Public,7.531738,9.846981
HF01069,Tivkodu Primary Health Centre,Primary Health Centre,Hantsishi,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.841191,10.908481
HF00782,Naskeja Primary Health Centre,Primary Health Centre,Riymano,Nassako-Central,Uzojina North,Uzojina State,Public,8.36865,7.40962
HF00221,Birjiba Health Post,Health Post,Nastili,Enumade-West,Kukrima South,Kukrima State,Public,6.432695,10.360968
HF00669,Enungoko Comprehensive Health Centre,Comprehensive Health Centre,Zamwari,Hanjiko,Tivbetu South,Tivbetu State,Public,8.665795,11.147041
HF00626,Kadzaja Health Post,Health Post,Hanradu,Daidefa,Tivbetu Central,Tivbetu State,Public,7.039971,10.97655
HF00933,Shashano Health Post,Health Post,Nasjidu,Zamberi-North,Uzojina South,Uzojina State,Public,8.613455,8.853192
HF01130,Kadluko Primary Health Centre,Primary Health Centre,Supdushi,Tivmama,Supwasa South,Supwasa State,Public,9.879404,11.594656
HF01146,Malnuba Primary Health Centre,Primary Health Centre,Zamriru,Lokshasa,Agbkeko North,Agbkeko State,Public,10.312119,9.259469
HF00070,Tambani Health Post,Health Post,Sokdema,Shajima,Kukrima North,Kukrima State,Public,5.915863,9.409864
HF00173,Enuridu Health Post,Health Post,Lokderi,Zamnuni-North,Kukrima South,Kukrima State,Public,6.829183,10.168736
HF00433,Fundule Primary Health Centre,Primary Health Centre,Joszayi,Baungoshi,Agbzatu South,Agbzatu State,Public,7.046457,8.808469
HF00150,Umurita Health Post,Health Post,Katshale,WURMASHI,Kukrima Central,Kukrima State,Public,7.224394,10.08792
HF00482,Ironule Primary Health Centre,Primary Health Centre,Uzojili,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.305827,10.159217
HF00283,Ekerafa Health Post,Health Post,Jossafa,Malmaba,Agbzatu North,Agbzatu State,Public,7.641555,8.077032
HF00386,Kukbaru Primary Health Centre,Primary Health Centre,Kadjino,Enutifa ,Agbzatu Central,Agbzatu State,Public,7.099591,8.034591
HF01313,Supkoja Primary Health Centre,Primary Health Centre,Oluzana,Zammiyi,Agbkeko South,Agbkeko State,Private,10.335641,10.072283
HF00210,Ibanufa Primary Health Centre,Primary Health Centre,Kuktsino,Adenaja,Kukrima South,Kukrima State,Faith-based,7.023242,10.508789
HF00341,Enulude Primary Health Centre,Primary Health Centre,Bannayi,Zamkeri,Agbzatu Central,Agbzatu State,Private,8.956983,6.803892
HF00599,Irongoni Comprehensive Health Centre,Comprehensive Health Centre,Daikema,Agblasa,Tivbetu Central,Tivbetu State,Public,"7,491998","10,341278"
HF01180,Loknami Comprehensive Health Centre,Comprehensive Health Centre,Maljini,Maljiwo,Agbkeko North,Agbkeko State,Public,9.670313,9.203031
HF00339,Agbdena Primary Health Centre,Primary Health Centre,Umubeli,Gwodele-South,Agbzatu North,Agbzatu State,Public,8.22584,7.654272
HF00522,Lokbani Health Post,Health Post,Supbena,Agbzawa-South,Tivbetu North,Tivbetu State,Public,8.366415,9.790939
HF00390,Yobwawo Primary Health Centre,Primary Health Centre,Oluketa,ENUTIFA,Agbzatu Central,Agbzatu State,Private,7.20362,7.951939
HF00036,Kadnatu Primary Health Centre,Primary Health Centre,Baulako,Riylude-North,Kukrima North,Kukrima State,Public,6.338552,9.581223
HF00287,Hanlutu Primary Health Centre,Primary Health Centre,Riysafa,Supyoshi-East ,Agbzatu North,Agbzatu State,Public,7.813168,7.272497
HF00623,Zamkewo Comprehensive Health Centre,Comprehensive Health Centre,Supsani,Daidefa ,Tivbetu Central,Tivbetu State,Public,6.946914,11.012054
HF00315,Enubata Health Post,Health Post,Gwonade,Josduri-South,Agbzatu North,Agbzatu State,Public,7.691968,7.631296
HF01032,Zamlushi Health Post,Health Post,Gwonashi,Josmiba,Supwasa Central,Supwasa State,Faith-based,10.446583,10.531729
HF00319,Wurngoma Cottage Hospital,Cottage Hospital,Joskoko,GwodeleSouth,Agbzatu North,Agbzatu State,Faith-based,8.125017,7.265829
HF00775,Daimashi Comprehensive Health Centre,Comprehensive Health Centre,Agbnana,Tamluni,Uzojina North,Uzojina State,Public,8.608941,7.964657
HF01114,Irolule Primary Health Centre,Primary Health Centre,Agbmile,Oluyofa,Supwasa South,Supwasa State,Public,9.331458,11.496599
HF01118,Nasriru Health Post,Health Post,Ekenuno,Oluyofa LGA,Supwasa South,Supwasa State,Public,9.271003,11.204682
HF00716,Supmiwa Comprehensive Health Centre,Comprehensive Health Centre,Zambema,Tivrafa-West,Uzojina North,Uzojina State,Private,9.162223,7.853431
HF01307,Sokritu Health Post,Health Post,Malsharu,Ngemidu,Agbkeko South,Agbkeko State,Private,10.331032,9.767527
HF00062,Ekenafa Primary Health Centre,Primary Health Centre,Aderita,Shajima,Kukrima North,Kukrima State,Public,5.847472,9.075516
HF00453,Daisari Primary Health Centre,Primary Health Centre,Okelaja,Daishako,Agbzatu South,Agbzatu State,Public,,
HF00631,Kadmawo Primary Health Centre,Primary Health Centre,Hanluri,Joskeru,Tivbetu South,Tivbetu State,Private,8.297274,10.988237
HF00163,Ngeduma General Hospital,General Hospital,Olubewo,Wurmashi,Kukrima Central,Kukrima State,Private,7.372612,9.825712
HF01010,Tamduni Cottage Hospital,Cottage Hospital,Irozari,Funkedu,Supwasa Central,Supwasa State,Public,10.308312,11.50089
HF00729,Umukemi Comprehensive Health Centre,Comprehensive Health Centre,Uzodumi,Agbkotu-South LGA,Uzojina North,Uzojina State,Public,8.217868,8.365974
HF00876,Irokoli Health Post,Health Post,Tamduri,Olubani-South,Uzojina South,Uzojina State,Public,8.297465,8.620468
HF00358,Riymini Primary Health Centre,Primary Health Centre,Funzako,Irosaja,Agbzatu Central,Agbzatu State,Public,"6°38'05.0""E","8°02'47.4""N"
HF00254,Agbmade Primary Health Centre,Primary Health Centre,Kadbetu,Agbmita ,Agbzatu North,Agbzatu State,Private,7.863119,8.300637
HF00097,Tamnayi Health Post,Health Post,Hanlana,Yelkefa ,Kukrima Central,Kukrima State,Public,7.321908,9.436841
HF00245,Tamlasa Comprehensive Health Centre,Comprehensive Health Centre,Ekezali,Yobkosa-South ,Agbzatu North,Agbzatu State,Public,7.396388,7.52661
HF00114,Nasshade Primary Health Centre,Primary Health Centre,Eketsino,Agbnumi,Kukrima Central,Kukrima State,Public,7.073944,9.378171
HF01264,Yelzawo Primary Health Centre,Primary Health Centre,Dailutu,Zamjidu,Agbkeko Central,Agbkeko State,Private,9.631287,10.053679
HF00745,Olunusa Primary Health Centre,Primary Health Centre,Daitsitu,Agbkotu-South,Uzojina North,Uzojina State,Public,8.429242,8.148335
HF00137,Zambawo Comprehensive Health Centre,Comprehensive Health Centre,Malsana,Gwolama,Kukrima Central,Kukrima State,Public,6.875789,9.464973
HF00013,Funnuba Primary Health Centre,Primary Health Centre,Maltsisa,Katmaba,Kukrima North,Kukrima State,Public,5.787011,9.350461
HF00392,Yelngotu Primary Health Centre,Primary Health Centre,Fundudu,Enutifa,Agbzatu Central,Agbzatu State,Public,7.220875,8.156061
HF01194,Uzonumi General Hospital,General Hospital,Kuknayi,Yeltili,Agbkeko North,Agbkeko State,Public,10.236493,9.088785
HF00506,Ekelali Health Post,Health Post,Banluba,Bauzani,Tivbetu North,Tivbetu State,Private,7.881317,10.393352
HF00493,Tamyofa Health Post,Health Post,Birngoko,Agbtsiko,Tivbetu North,Tivbetu State,Public,7.904155,9.88681
HF00294,Wurtiko Primary Health Centre,Primary Health Centre,Adejisa,Supyoshi East,Agbzatu North,Agbzatu State,Public,7.846969,7.523123
HF00207,Malkotu Health Post,Health Post,Tamdule,Adenaja,Kukrima South,Kukrima State,Public,6.91537,10.657512
HF00807,Enunama Comprehensive Health Centre,Comprehensive Health Centre,Uzoyodu,Tamwata-South,Uzojina Central,Uzojina State,Public,10.088412,8.380318
HF01280,Funzako Primary Health Centre,Primary Health Centre,Adetsita,Nasnadu,Agbkeko South,Agbkeko State,Public,9.983622,10.245049
HF00714,Ekezari Health Post,Health Post,Maldule,Tivrafa-West,Uzojina North,Uzojina State,Public,9.253637,7.75297
HF00817,Enudema Primary Health Centre,Primary Health Centre,Supngotu,Daishali-Central,Uzojina Central,Uzojina State,Private,9.194847,8.295374
HF00080,Katshadu Comprehensive Health Centre,Comprehensive Health Centre,Fundeyi,Ibabani,Kukrima North,Kukrima State,Public,6.551028,9.23757
HF00883,Josduli Comprehensive Health Centre,Comprehensive Health Centre,Olulale,Uzorisa,Uzojina South,Uzojina State,Public,8.61,9.3
HF01026,Ekeshatu Health Post,Health Post,Ngetiba,Funkedu,Supwasa Central,Supwasa State,Public,10.386903,11.274294
HF00401,Riykoshi Primary Health Centre,Primary Health Centre,Zammasa,Supsama-South,Agbzatu Central,Agbzatu State,Public,6.329248,8.35941
HF00158,Funkoyi Primary Health Centre,Primary Health Centre,Birwari,WURMASHI,Kukrima Central,Kukrima State,Public,"7,32801","10,01993"
HF00492,Irokono Health Post,Health Post,Birngoko,Agbtsiko,Tivbetu North,Tivbetu State,Public,7.896897,9.957972
HF01223,Yobmasa Comprehensive Health Centre,Comprehensive Health Centre,Birnuwa,Yobrifa-West,Agbkeko Central,Agbkeko State,Faith-based,9.208669,9.582208
HF00726,Enuradu Primary Health Centre,Primary Health Centre,Katmana,Dutjiri,Uzojina North,Uzojina State,Public,8.768756,8.107688
HF00681,Jossari Health Post,Health Post,Kukrali,Olujiwa,Tivbetu South,Tivbetu State,Public,8.133588,11.010768
HF00402,Tivlude Primary Health Centre,Primary Health Centre,Zammasa,Supsama-South,Agbzatu Central,Agbzatu State,Public,6.331815,8.476892
HF00180,Nastile Primary Health Centre,Primary Health Centre,Baujina,Daizade,Kukrima South,Kukrima State,Public,6.180701,10.398511
HF00922,Tivnatu Primary Health Centre,Primary Health Centre,Nastino,Zamberi-North,Uzojina South,Uzojina State,Public,,
HF00079,Nasngode Health Post,Health Post,Fundeyi,Ibabani,Kukrima North,Kukrima State,Public,6.647426,9.207911
HF00987,Funngole Cottage Hospital,Cottage Hospital,Lokrana,Zambani,Supwasa Central,Supwasa State,Public,10.051964,11.442163
HF01266,Okebede Health Post,Health Post,Wurbali,ZAMJIDU,Agbkeko Central,Agbkeko State,Public,9.721704,10.285211
HF01117,Enumitu General Hospital,General Hospital,Ekenuno,Oluyofa,Supwasa South,Supwasa State,Public,9.240381,11.194036
HF00737,Okenana Cottage Hospital,Cottage Hospital,Enumitu,Agbkotu-South,Uzojina North,Uzojina State,Public,8.408827,7.977742
HF00695,Sokmiru Primary Health Centre,Primary Health Centre,Dutrama,Adekowo,Tivbetu South,Tivbetu State,Public,8.427249,11.443271
HF00320,Jostile Primary Health Centre,Primary Health Centre,Josbesa,Gwodele South,Agbzatu North,Agbzatu State,Public,8.037996,7.485179
HF00485,Tivkeko Health Post,Health Post,Funbayi,Tivsano-North,Tivbetu North,Tivbetu State,Public,8.322352,10.370432
HF00199,Uzowaja Health Post,Health Post,Kukjimi,UMUMITU,Kukrima South,Kukrima State,Public,6.850184,10.934481
HF00818,Supride Health Post,Health Post,Supngotu,Daishali-Central,Uzojina Central,Uzojina State,Faith-based,9.064413,8.370969
HF00712,Dutmino Primary Health Centre,Primary Health Centre,Maldule,Tivrafa-West,Uzojina North,Uzojina State,Public,9.195903,7.733946
HF00621,Bautimi Primary Health Centre,Primary Health Centre,Yobzade,Daidefa,Tivbetu Central,Tivbetu State,Public,6.962039,11.197645
HF01047,Olurade Primary Health Centre,Primary Health Centre,Hanbeko,KATDUDU,Supwasa Central,Supwasa State,Public,9.903174,10.47537
HF00439,Adezano Primary Health Centre,Primary Health Centre,Daijiwa,Agbngoru,Agbzatu South,Agbzatu State,Public,7.451157,8.365148
HF01303,Umutsini Primary Health Centre,Primary Health Centre,Adenashi,Ngemidu,Agbkeko South,Agbkeko State,Public,10.108152,9.834896
HF00134,Enungowa Comprehensive Health Centre,Comprehensive Health Centre,Adetidu,Gwolama,Kukrima Central,Kukrima State,Public,6.720903,9.69918
HF00815,Hanlaba Comprehensive Health Centre,Comprehensive Health Centre,Daideli,Daishali-Central,Uzojina Central,Uzojina State,Public,9.016716,8.172384
HF00647,Kukrawo Health Post,Health Post,Hanraru,Tamlufa-East,Tivbetu South,Tivbetu State,Private,8.762285,10.494411
HF00863,Tivbana Primary Health Centre,Primary Health Centre,Kadbana,Tivngoba,Uzojina South,Uzojina State,Public,8.877169,8.876026
HF00900,Irozawa Primary Health Centre,Primary Health Centre,Funkotu,Hansatu,Uzojina South,Uzojina State,Public,8.739818,9.235174
HF00408,Kadtija General Hospital,General Hospital,Malrama,Supsama-South,Agbzatu Central,Agbzatu State,Public,6.458664,8.339632
HF00155,Adebetu Comprehensive Health Centre,Comprehensive Health Centre,Hanluta,Wurmashi,Kukrima Central,Kukrima State,Public,7.328893,10.089911
HF01030,Umungole Health Post,Health Post,Wurbasa,Funkedu,Supwasa Central,Supwasa State,Public,10.557672,11.275906
HF00279,Tamkosa Primary Health Centre,Primary Health Centre,Wurngowo,Malmaba,Agbzatu North,Agbzatu State,Public,7.687308,8.172457
HF00795,Enutija Primary Health Centre,Primary Health Centre,Yelbeba,Tamwata-South,Uzojina Central,Uzojina State,Private,9.969188,8.285255
HF00116,Gwoderi Primary Health Centre,Primary Health Centre,Wurshama,Agbnumi,Kukrima Central,Kukrima State,Public,,
HF00597,Kadmiru Cottage Hospital,Cottage Hospital,Hanlashi,Agblasa,Tivbetu Central,Tivbetu State,Public,7.289865,10.438936
HF00209,Ibabawo Primary Health Centre,Primary Health Centre,Kuktsino,Adenaja,Kukrima South,Kukrima State,Public,7.064385,10.437278
HF00719,Agbshaja Comprehensive Health Centre,Comprehensive Health Centre,Ibalana,Dutjiri,Uzojina North,Uzojina State,Private,8.632798,8.112821
HF00586,Tivngoko Primary Health Centre,Primary Health Centre,Tivzana,Irongori,Tivbetu Central,Tivbetu State,Public,7.802457,10.892201
HF01033,Irozari Comprehensive Health Centre,Comprehensive Health Centre,Gwonashi,Josmiba,Supwasa Central,Supwasa State,Public,10.424916,10.374908
HF00469,Olutsini Health Post,Health Post,Sokmimi,NGETIJA,Agbzatu South,Agbzatu State,Public,7.397743,9.157751
HF00540,Josrishi Health Post,Health Post,Yelnuba,Uzoberi,Tivbetu North,Tivbetu State,Public,8.812666,10.40768
HF00836,Lokkoma Primary Health Centre,Primary Health Centre,Dairili,Dutkeni,Uzojina Central,Uzojina State,Private,9.633994,8.617211
HF00529,Okeludu Primary Health Centre,Primary Health Centre,Ngebana,Hansaba,Tivbetu North,Tivbetu State,Public,8.617094,9.942694
HF00240,Tamsali Comprehensive Health Centre,Comprehensive Health Centre,Zammiwa,Yobkosa-South,Agbzatu North,Agbzatu State,Public,7.152962,7.587244
HF01270,Gwolani Primary Health Centre,Primary Health Centre,Bantsile,Nasnadu,Agbkeko South,Agbkeko State,Public,9.777677,10.31171
HF901045,Uzotsiru Cottage Hospital,Cottage Hospital,Funnuta,Josmiba,Supwasa Central,Supwasa State,Public,10.763168,10.409072
HF00458,Hankemi Primary Health Centre,Primary Health Centre,Agbkota,BANNGONO,Agbzatu South,Agbzatu State,Faith-based,7.341541,8.963465
HF00420,Irodesa Primary Health Centre,Primary Health Centre,Kadmaja,Oketsifa,Agbzatu South,Agbzatu State,Public,,
HF00264,Ademawo Primary Health Centre,Primary Health Centre,Tivlawa,Agbmita,Agbzatu North,Agbzatu State,Private,7.967791,7.894853
HF01104,Tamwani Comprehensive Health Centre,Comprehensive Health Centre,Agbdeni,Loknaba,Supwasa South,Supwasa State,Private,8.916813,11.497722
HF00920,Eketsiyi Health Post,Health Post,Yobkono,Banluwo,Uzojina South,Uzojina State,Public,8.746025,8.414476
HF01084,Katkele Primary Health Centre,Primary Health Centre,Shaketa,Ekedeta-East ,Supwasa South,Supwasa State,Public,9.735351,11.534799
HF00947,Adelani Health Post,Health Post,Uzotsija,Adekeni ,Supwasa North,Supwasa State,Public,9.572284,10.990339
HF00906,Birmaba General Hospital,General Hospital,Katlale,Hansatu,Uzojina South,Uzojina State,Public,9.11739,9.237454
HF00431,Yobtifa Cottage Hospital,Cottage Hospital,Oludude,Oketsifa ,Agbzatu South,Agbzatu State,Faith-based,7.906886,8.425708
HF00203,Funkota Health Post,Health Post,Ibanana,Adenaja,Kukrima South,Kukrima State,Public,6.759104,10.578527
HF00184,Bantsiyi Primary Health Centre,Primary Health Centre,Dainali,Daizade LGA,Kukrima South,Kukrima State,Public,6.523993,10.49626
HF00178,Adekoja Comprehensive Health Centre,Comprehensive Health Centre,Baujina,Daizade,Kukrima South,Kukrima State,Private,6.17052,10.410985
HF00937,Maltsiyi Primary Health Centre,Primary Health Centre,Josmatu,Zamberi-North,Uzojina South,Uzojina State,Public,8.729747,8.717338
HF01271,Shaduna Comprehensive Health Centre,Comprehensive Health Centre,Bantsile,Nasnadu,Agbkeko South,Agbkeko State,Private,19.692101,10.283345
HF01293,Riyyoyi General Hospital,General Hospital,Ekejini,ENUMIJA,Agbkeko South,Agbkeko State,Public,10.706274,10.240565
HF00083,Hantisa Comprehensive Health Centre,Comprehensive Health Centre,Lokdushi,Ekejisa-North,Kukrima North,Kukrima State,Public,5.69673,9.468527
HF900507,Yelrili PHC,Primary Health Centre,Banluba,Bauzani,Tivbetu North,Tivbetu State,Private,7.870121,10.361789
HF00159,Malduwo Primary Health Centre,Primary Health Centre,Birwari,Wurmashi,Kukrima Central,Kukrima State,Public,7.232863,9.979617
HF00086,Jostita Primary Health Centre,Primary Health Centre,Sokjitu,Ekejisa-North,Kukrima North,Kukrima State,Public,5.772775,9.779541
HF00154,Shalana Primary Health Centre,Primary Health Centre,Hanluta,Wurmashi LGA,Kukrima Central,Kukrima State,Public,7.337601,10.099004
HF00885,Bauwaru Primary Health Centre,Primary Health Centre,Umurifa,Uzorisa,Uzojina South,Uzojina State,Public,8.560145,9.157302
HF00634,Ngetsidu Primary Health Centre,Primary Health Centre,Hanluri,Joskeru,Tivbetu South,Tivbetu State,Public,8.371635,11.02418
HF00126,Wurmini Primary Health Centre,Primary Health Centre,Kadjina,Agbjide,Kukrima Central,Kukrima State,Public,6.682408,9.132827
HF00523,Zamyodu Primary Health Centre,Primary Health Centre,Ibarima,Agbzawa-South,Tivbetu North,Tivbetu State,Public,8.339937,9.618947
HF00824,Kadsadu Cottage Hospital,Cottage Hospital,Adetsidu,Daishali Central,Uzojina Central,Uzojina State,Public,9.306646,8.128605
HF01142,Zamtsili Primary Health Centre,Primary Health Centre,Bauyoyi,Sokmiri,Agbkeko North,Agbkeko State,Public,9.770981,9.088231
HF00620,Ekemide Health Post,Health Post,Enurawo,Tivbani,Tivbetu Central,Tivbetu State,Public,7.633096,10.558365
HF00976,Gwodusa Comprehensive Health Centre,Comprehensive Health Centre,Okenuko,WURYONA,Supwasa North,Supwasa State,Public,9.797223,10.381944
HF01008,Yobngoli Cottage Hospital,Cottage Hospital,Irozari,Funkedu,Supwasa Central,Supwasa State,Public,10.291289,11.391382
HF00711,Biryono Primary Health Centre,Primary Health Centre,Maldule,Tivrafa-West,Uzojina North,Uzojina State,Public,9.188483,7.66625
HF00949,Dutride General Hospital,General Hospital,Okezari,Adekeni,Supwasa North,Supwasa State,Public,"9,611282","10,806318"
HF00739,Umukode Primary Health Centre,Primary Health Centre,Enumitu,Agbkotu-South,Uzojina North,Uzojina State,Public,8.295702,8.061593
HF00354,Shatsidu Comprehensive Health Centre,Comprehensive Health Centre,Shabeli,Zamkeri,Agbzatu Central,Agbzatu State,Public,6.976663,8.633944
HF01054,Ibaluta Primary Health Centre,Primary Health Centre,Wurtsiwa,Katdudu,Supwasa Central,Supwasa State,Public,10.115378,10.493284
HF00848,Yelluta Health Post,Health Post,Uzolaba,Adelaja-North LGA,Uzojina Central,Uzojina State,Public,-2.025305,8.528982
HF00967,Olunadu Comprehensive Health Centre,Comprehensive Health Centre,Shazama,Wuryona,Supwasa North,Supwasa State,Public,9.648412,10.62545
HF00524,Dutdude Comprehensive Health Centre,Comprehensive Health Centre,Ibarima,AgbzawaSouth,Tivbetu North,Tivbetu State,Public,8.420957,9.544625
HF01167,Funnana Health Post,Health Post,Agbmama,Ngenuta-Central,Agbkeko North,Agbkeko State,Public,10.109794,8.527238
HF00907,Ibamana Primary Health Centre,Primary Health Centre,Katlale,Hansatu,Uzojina South,Uzojina State,Public,9.108846,9.398758
HF01267,Ibarani Health Post,Health Post,Funzata,Zamjidu,Agbkeko Central,Agbkeko State,Public,9.815728,10.058363
HF00286,Daingodu Primary Health Centre,Primary Health Centre,Riysafa,Supyoshi East,Agbzatu North,Agbzatu State,Public,7.721971,7.363033
HF00738,Wurnuni Primary Health Centre,Primary Health Centre,Enumitu,Agbkotu-South,Uzojina North,Uzojina State,Faith-based,8.282804,7.870243
HF01092,Uzoshama Health Post,Health Post,Hansasa,Baumiru LGA,Supwasa South,Supwasa State,Public,8.890092,11.167532
HF00779,Ibamino Primary Health Centre,Primary Health Centre,Banlama,Nassako-Central ,Uzojina North,Uzojina State,Public,8.391328,7.593854
HF00484,Daitsifa Health Post,Health Post,Shabafa,Tivsano-North,Tivbetu North,Tivbetu State,Private,8.195867,10.462858
HF00837,Malbami Primary Health Centre,Primary Health Centre,Supriyi,Dutkeni,Uzojina Central,Uzojina State,Private,9.648378,8.47573
HF00964,Ngengoru Cottage Hospital,Cottage Hospital,Kattino,Ibangosa,Supwasa North,Supwasa State,Public,9.421029,10.243308
HF00376,Funwafa Primary Health Centre,Primary Health Centre,Gwomali,Dutzama,Agbzatu Central,Agbzatu State,Public,7.06,7.56
HF00842,Hanrade Comprehensive Health Centre,Comprehensive Health Centre,Agbzali,Dutkeni,Uzojina Central,Uzojina State,Public,9.896609,8.483445
HF00299,Funyofa Primary Health Centre,Primary Health Centre,Loknuri,Hanraja,Agbzatu North,Agbzatu State,Private,7.485282,7.903418
HF00827,Birbeyi Comprehensive Health Centre,Comprehensive Health Centre,Tivlano,Yeltsina LGA,Uzojina Central,Uzojina State,Private,9.455965,8.894234
HF00946,Bandeno General Hospital,General Hospital,Uzotsija,Adekeni,Supwasa North,Supwasa State,Public,9.604945,10.891036
HF00899,Maltita Health Post,Health Post,Funkotu,Hansatu,Uzojina South,Uzojina State,Private,8.694335,9.05162
HF00306,Bauluni Primary Health Centre,Primary Health Centre,Tivjija,Hanraja,Agbzatu North,Agbzatu State,Public,7.534055,7.778562
HF01250,Katbefa Primary Health Centre,Primary Health Centre,Okebawo,Daibama,Agbkeko Central,Agbkeko State,Public,9.342473,9.818916
HF01044,Lokriri Primary Health Centre,Primary Health Centre,Funnuta,JOSMIBA,Supwasa Central,Supwasa State,Public,10.813933,10.433058
HF00044,Banzano Primary Health Centre,Primary Health Centre,Tamyowa,Irolufa,Kukrima North,Kukrima State,Faith-based,5.978349,9.791278
HF00122,Yelngona Health Post,Health Post,Wurdesa,AGBJIDE,Kukrima Central,Kukrima State,Public,6.775384,9.284507
HF01161,Ibanashi Primary Health Centre,Primary Health Centre,Tamsashi,Jostile,Agbkeko North,Agbkeko State,Public,9.972627,9.334659
HF01068,Okedele Health Post,Health Post,Hantsishi,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.910485,10.873512
HF00715,Joszasa Health Post,Health Post,Maldule,Tivrafa-West ,Uzojina North,Uzojina State,Private,9.238574,7.753521
HF00697,Dutyodu Health Post,Health Post,Dutrama,Adekowo,Tivbetu South,Tivbetu State,Public,8.398191,11.523169
HF00574,Uzorasa Primary Health Centre,Primary Health Centre,Adewadu,Dutwano,Tivbetu Central,Tivbetu State,Public,7.546526,11.218139
HF01251,Zamzadu Comprehensive Health Centre,Comprehensive Health Centre,Okebawo,Daibama,Agbkeko Central,Agbkeko State,Public,9.312411,9.888199
HF00471,Soknumi Cottage Hospital,Cottage Hospital,Sokmimi,Ngetija,Agbzatu South,Agbzatu State,Public,7.405006,9.209063
HF00292,Agbkewa Health Post,Health Post,Suplali,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.988569,7.28424
HF00699,Ekerashi Primary Health Centre,Primary Health Centre,Sokshano,Adekowo,Tivbetu South,Tivbetu State,Public,8.656894,11.580592
HF00624,Umubawa Primary Health Centre,Primary Health Centre,Supsani,Daidefa,Tivbetu Central,Tivbetu State,Public,6.974772,10.978302
HF00034,Birtsina Cottage Hospital,Cottage Hospital,Baulako,Riylude-North,Kukrima North,Kukrima State,Public,6.400693,9.619628
HF00686,Hanyona Primary Health Centre,Primary Health Centre,Yobbana,Olujiwa,Tivbetu South,Tivbetu State,Public,8.357013,10.860141
HF00001,Shalude Primary Health Centre,Primary Health Centre,Ekeluno,Maltsimi,Kukrima North,Kukrima State,Public,6.067307,9.559098
HF00939,Dutwaja Primary Health Centre,Primary Health Centre,Funngoru,ADEKENI,Supwasa North,Supwasa State,Public,9.33108,10.880202
